UniProtID	GO_ID	GO_Name	GO_Aspect
A0A2K3DRE4	GO:0006401	RNA catabolic process	biological_process
A0A2K3DRE4	GO:0005576	extracellular region	cellular_component
A0A2K3DRE4	GO:0016020	membrane	cellular_component
A0A2K3DLV5	GO:0008420	RNA polymerase II CTD heptapeptide repeat phosphatase activity	molecular_function
A0A2K3DLV5	GO:0008420	RNA polymerase II CTD heptapeptide repeat phosphatase activity	molecular_function
A0A2K3DLV5	GO:0016787	hydrolase activity	molecular_function
A0A2K3DLV5	GO:0017018	myosin phosphatase activity	molecular_function
A0A2K3DLV5	GO:0033192	calmodulin-dependent protein phosphatase activity	molecular_function
A0A2K3DLV5	GO:0140791	histone H2AXS140 phosphatase activity	molecular_function
A0A2K3DLV5	GO:0180004	RNA polymerase II CTD heptapeptide repeat Y1 phosphatase activity	molecular_function
A0A2K3DLV5	GO:0180005	RNA polymerase II CTD heptapeptide repeat T4 phosphatase activity	molecular_function
A0A2K3DLV5	GO:0180006	RNA polymerase II CTD heptapeptide repeat S2 phosphatase activity	molecular_function
A0A2K3DLV5	GO:0180007	RNA polymerase II CTD heptapeptide repeat S5 phosphatase activity	molecular_function
A0A2K3DLV5	GO:0180008	RNA polymerase II CTD heptapeptide repeat S7 phosphatase activity	molecular_function
A0A2K3DLV5	GO:1990439	MAP kinase serine/threonine phosphatase activity	molecular_function
A0A2K3DLV5	GO:0006338	chromatin remodeling	biological_process
A0A2K3DLV5	GO:0006357	regulation of transcription by RNA polymerase II	biological_process
A0A2K3DLV5	GO:0005634	nucleus	cellular_component
A0A2K3DLX5	GO:0008420	RNA polymerase II CTD heptapeptide repeat phosphatase activity	molecular_function
A0A2K3DLX5	GO:0016787	hydrolase activity	molecular_function
A0A2K3DLX5	GO:0017018	myosin phosphatase activity	molecular_function
A0A2K3DLX5	GO:0033192	calmodulin-dependent protein phosphatase activity	molecular_function
A0A2K3DLX5	GO:0140791	histone H2AXS140 phosphatase activity	molecular_function
A0A2K3DLX5	GO:0180004	RNA polymerase II CTD heptapeptide repeat Y1 phosphatase activity	molecular_function
A0A2K3DLX5	GO:0180005	RNA polymerase II CTD heptapeptide repeat T4 phosphatase activity	molecular_function
A0A2K3DLX5	GO:0180006	RNA polymerase II CTD heptapeptide repeat S2 phosphatase activity	molecular_function
A0A2K3DLX5	GO:0180007	RNA polymerase II CTD heptapeptide repeat S5 phosphatase activity	molecular_function
A0A2K3DLX5	GO:0180008	RNA polymerase II CTD heptapeptide repeat S7 phosphatase activity	molecular_function
A0A2K3DLX5	GO:1990439	MAP kinase serine/threonine phosphatase activity	molecular_function
A0A2K3DLX5	GO:0006338	chromatin remodeling	biological_process
A0A2K3DLX5	GO:0006357	regulation of transcription by RNA polymerase II	biological_process
A0A2K3DLX5	GO:0005634	nucleus	cellular_component
A0A2K3DP53	GO:0008270	zinc ion binding	molecular_function
A0A2K3DP53	GO:0061630	ubiquitin protein ligase activity	molecular_function
A0A2K3DP44	GO:0008270	zinc ion binding	molecular_function
A0A2K3DP44	GO:0061630	ubiquitin protein ligase activity	molecular_function
A0A2K3DQQ4	GO:0005524	ATP binding	molecular_function
A0A2K3DQQ4	GO:0008569	minus-end-directed microtubule motor activity	molecular_function
A0A2K3DQQ4	GO:0008569	minus-end-directed microtubule motor activity	molecular_function
A0A2K3DQQ4	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3DQQ4	GO:0045505	dynein intermediate chain binding	molecular_function
A0A2K3DQQ4	GO:0045505	dynein intermediate chain binding	molecular_function
A0A2K3DQQ4	GO:0051959	dynein light intermediate chain binding	molecular_function
A0A2K3DQQ4	GO:0051959	dynein light intermediate chain binding	molecular_function
A0A2K3DQQ4	GO:0007018	microtubule-based movement	biological_process
A0A2K3DQQ4	GO:0030030	cell projection organization	biological_process
A0A2K3DQQ4	GO:0060294	cilium movement involved in cell motility	biological_process
A0A2K3DQQ4	GO:0097729	9+2 motile cilium	cellular_component
A0A2K3DQQ4	GO:0005737	cytoplasm	cellular_component
A0A2K3DQQ4	GO:0005856	cytoskeleton	cellular_component
A0A2K3DQQ4	GO:0005874	microtubule	cellular_component
A0A2K3DQQ4	GO:0031514	motile cilium	cellular_component
A0A2K3DQQ4	GO:0030286	dynein complex	cellular_component
A0A2K3DQQ4	GO:0030286	dynein complex	cellular_component
A0A2K3DP13	GO:0000400	four-way junction DNA binding	molecular_function
A0A2K3DP13	GO:0003677	DNA binding	molecular_function
A0A2K3DP13	GO:0005524	ATP binding	molecular_function
A0A2K3DP13	GO:0140664	ATP-dependent DNA damage sensor activity	molecular_function
A0A2K3DP13	GO:0000722	telomere maintenance via recombination	biological_process
A0A2K3DP13	GO:0006281	DNA repair	biological_process
A0A2K3DP13	GO:0045003	double-strand break repair via synthesis-dependent strand annealing	biological_process
A0A2K3DP13	GO:0071140	resolution of mitotic recombination intermediates	biological_process
A0A2K3DP13	GO:0090656	t-circle formation	biological_process
A0A2K3DP13	GO:0005657	replication fork	cellular_component
A0A2K3DP13	GO:0005634	nucleus	cellular_component
A0A2K3DP13	GO:0033065	Rad51C-XRCC3 complex	cellular_component
A0A2K3DLV6	GO:0005524	ATP binding	molecular_function
A0A2K3DLV6	GO:0008569	minus-end-directed microtubule motor activity	molecular_function
A0A2K3DLV6	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3DLV6	GO:0045505	dynein intermediate chain binding	molecular_function
A0A2K3DLV6	GO:0051959	dynein light intermediate chain binding	molecular_function
A0A2K3DLV6	GO:0007018	microtubule-based movement	biological_process
A0A2K3DLV6	GO:0030030	cell projection organization	biological_process
A0A2K3DLV6	GO:0005737	cytoplasm	cellular_component
A0A2K3DLV6	GO:0005856	cytoskeleton	cellular_component
A0A2K3DLV6	GO:0005874	microtubule	cellular_component
A0A2K3DLV6	GO:0005886	plasma membrane	cellular_component
A0A2K3DLV6	GO:0031514	motile cilium	cellular_component
A0A2K3DLV6	GO:0043226	organelle	cellular_component
A0A2K3DLV6	GO:0030286	dynein complex	cellular_component
A0A2K3DMX2	GO:0003723	RNA binding	molecular_function
A0A2K3DMX2	GO:0004386	helicase activity	molecular_function
Q75NZ1	GO:0046872	metal ion binding	molecular_function
A0A2K3DPG5	GO:0003690	double-stranded DNA binding	molecular_function
A0A2K3DPG5	GO:0006310	DNA recombination	biological_process
A0A2K3DPG5	GO:0007131	reciprocal meiotic recombination	biological_process
A0A2K3DPG5	GO:0007131	reciprocal meiotic recombination	biological_process
A0A2K3DPG5	GO:0051321	meiotic cell cycle	biological_process
A0A2K3DPG5	GO:0005634	nucleus	cellular_component
A0A2K3DNP6	GO:0004620	phospholipase activity	molecular_function
A0A2K3DNP6	GO:0030149	sphingolipid catabolic process	biological_process
A0A2K3DNP6	GO:0046513	ceramide biosynthetic process	biological_process
A0A2K3DNP6	GO:0005783	endoplasmic reticulum	cellular_component
A0A2K3DNP6	GO:0016020	membrane	cellular_component
A0A2K3DNP6	GO:0071944	cell periphery	cellular_component
A8J213	GO:0005484	SNAP receptor activity	molecular_function
A8J213	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	biological_process
A8J213	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	biological_process
A8J213	GO:0006906	vesicle fusion	biological_process
A8J213	GO:0015031	protein transport	biological_process
A8J213	GO:0048219	inter-Golgi cisterna vesicle-mediated transport	biological_process
A8J213	GO:0000139	Golgi membrane	cellular_component
A8J213	GO:0005797	Golgi medial cisterna	cellular_component
A8J213	GO:0000139	Golgi membrane	cellular_component
A8J213	GO:0005794	Golgi apparatus	cellular_component
A8J213	GO:0005801	cis-Golgi network	cellular_component
A8J213	GO:0016020	membrane	cellular_component
A8J213	GO:0031201	SNARE complex	cellular_component
A0A2K3DPR2	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	biological_process
A0A2K3DPR2	GO:0015031	protein transport	biological_process
A0A2K3DPR2	GO:0000139	Golgi membrane	cellular_component
A0A2K3DPR2	GO:0005794	Golgi apparatus	cellular_component
A0A2K3DPR2	GO:0005801	cis-Golgi network	cellular_component
A0A2K3DPR2	GO:0016020	membrane	cellular_component
A0A2K3DPP8	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	biological_process
A0A2K3DPP8	GO:0015031	protein transport	biological_process
A0A2K3DPP8	GO:0000139	Golgi membrane	cellular_component
A0A2K3DPP8	GO:0005794	Golgi apparatus	cellular_component
A0A2K3DPP8	GO:0005801	cis-Golgi network	cellular_component
A0A2K3DPP8	GO:0016020	membrane	cellular_component
A0A2K3DQ06	GO:0016020	membrane	cellular_component
A0A2K3DQE4	GO:0003677	DNA binding	molecular_function
A0A2K3DQE4	GO:0046872	metal ion binding	molecular_function
A0A2K3DQE4	GO:0051539	4 iron, 4 sulfur cluster binding	molecular_function
A0A2K3DQE4	GO:0006260	DNA replication	biological_process
A0A2K3DQE4	GO:0006261	DNA-templated DNA replication	biological_process
A0A2K3DQE4	GO:0006269	DNA replication, synthesis of primer	biological_process
A0A2K3DQE4	GO:0006269	DNA replication, synthesis of primer	biological_process
A0A2K3DQE4	GO:0006270	DNA replication initiation	biological_process
A0A2K3DQE4	GO:0005658	alpha DNA polymerase:primase complex	cellular_component
A0A2K3DQE4	GO:0005658	alpha DNA polymerase:primase complex	cellular_component
A0A2K3DRJ2	GO:0001730	2'-5'-oligoadenylate synthetase activity	molecular_function
A0A2K3DRJ2	GO:0003725	double-stranded RNA binding	molecular_function
A0A2K3DRJ2	GO:0005654	nucleoplasm	cellular_component
A0A2K3DRJ2	GO:0005829	cytosol	cellular_component
A0A2K3DRJ2	GO:0016020	membrane	cellular_component
A0A2K3DMP2	GO:0072393	microtubule anchoring at microtubule organizing center	biological_process
A0A2K3DMP2	GO:0005815	microtubule organizing center	cellular_component
A0A2K3DMP2	GO:0005737	cytoplasm	cellular_component
A0A2K3DMP2	GO:0005815	microtubule organizing center	cellular_component
A0A2K3DMP2	GO:0005856	cytoskeleton	cellular_component
A8J287	GO:0016168	chlorophyll binding	molecular_function
A8J287	GO:0009416	response to light stimulus	biological_process
A8J287	GO:0009765	photosynthesis, light harvesting	biological_process
A8J287	GO:0009768	photosynthesis, light harvesting in photosystem I	biological_process
A8J287	GO:0015979	photosynthesis	biological_process
A8J287	GO:0009535	chloroplast thylakoid membrane	cellular_component
A8J287	GO:0009507	chloroplast	cellular_component
A8J287	GO:0009535	chloroplast thylakoid membrane	cellular_component
A8J287	GO:0009579	thylakoid	cellular_component
A8J287	GO:0016020	membrane	cellular_component
A8J287	GO:0009522	photosystem I	cellular_component
A8J287	GO:0009523	photosystem II	cellular_component
A0A2K3DMQ7	GO:0003779	actin binding	molecular_function
A0A2K3DMQ7	GO:0051015	actin filament binding	molecular_function
A0A2K3DMQ7	GO:0030041	actin filament polymerization	biological_process
A0A2K3DMQ7	GO:0034314	Arp2/3 complex-mediated actin nucleation	biological_process
A0A2K3DMQ7	GO:0034314	Arp2/3 complex-mediated actin nucleation	biological_process
A0A2K3DMQ7	GO:0005737	cytoplasm	cellular_component
A0A2K3DMQ7	GO:0005856	cytoskeleton	cellular_component
A0A2K3DMQ7	GO:0015629	actin cytoskeleton	cellular_component
A0A2K3DMQ7	GO:0005885	Arp2/3 protein complex	cellular_component
A0A2K3DMQ7	GO:0005885	Arp2/3 protein complex	cellular_component
A0A2K3DRL9	GO:0008270	zinc ion binding	molecular_function
A0A2K3DRL9	GO:0016251	RNA polymerase II general transcription initiation factor activity	molecular_function
A0A2K3DRL9	GO:0017025	TBP-class protein binding	molecular_function
A0A2K3DRL9	GO:0017025	TBP-class protein binding	molecular_function
A0A2K3DRL9	GO:0006352	DNA-templated transcription initiation	biological_process
A0A2K3DRL9	GO:0006352	DNA-templated transcription initiation	biological_process
A0A2K3DRL9	GO:0006366	transcription by RNA polymerase II	biological_process
A0A2K3DRL9	GO:0070897	transcription preinitiation complex assembly	biological_process
A0A2K3DRL9	GO:0005634	nucleus	cellular_component
A0A2K3DRL9	GO:0097550	transcription preinitiation complex	cellular_component
A0A2K3DMT9	GO:0008270	zinc ion binding	molecular_function
A0A2K3DMT9	GO:0000070	mitotic sister chromatid segregation	biological_process
A0A2K3DMT9	GO:0005634	nucleus	cellular_component
A0A2K3DMT9	GO:0005634	nucleus	cellular_component
A0A2K3DMT9	GO:0000796	condensin complex	cellular_component
A0A2K3DR63	GO:0016020	membrane	cellular_component
A0A2K3DMG5	GO:0006511	ubiquitin-dependent protein catabolic process	biological_process
A0A2K3DMG5	GO:0042981	regulation of apoptotic process	biological_process
A0A2K3DN24	GO:0008157	protein phosphatase 1 binding	molecular_function
A0A2K3DN24	GO:0000164	protein phosphatase type 1 complex	cellular_component
A0A2K3DN11	GO:0015020	glucuronosyltransferase activity	molecular_function
A0A2K3DN11	GO:0042285	xylosyltransferase activity	molecular_function
A0A2K3DN11	GO:0035269	protein O-linked mannosylation	biological_process
A0A2K3DN11	GO:0016020	membrane	cellular_component
A0A2K3DN47	GO:0170036	import into the mitochondrion	biological_process
A0A2K3DN47	GO:1990542	mitochondrial transmembrane transport	biological_process
A0A2K3DN47	GO:0005739	mitochondrion	cellular_component
A0A2K3DN47	GO:0005739	mitochondrion	cellular_component
A0A2K3DN47	GO:0005743	mitochondrial inner membrane	cellular_component
A0A2K3DN47	GO:0016020	membrane	cellular_component
A0A2K3DN36	GO:1990542	mitochondrial transmembrane transport	biological_process
A0A2K3DN36	GO:0005739	mitochondrion	cellular_component
A0A2K3DN36	GO:0005743	mitochondrial inner membrane	cellular_component
A0A2K3DN36	GO:0016020	membrane	cellular_component
A0A2K3DQ48	GO:0003735	structural constituent of ribosome	molecular_function
A0A2K3DQ48	GO:0003735	structural constituent of ribosome	molecular_function
A0A2K3DQ48	GO:0006412	translation	biological_process
A0A2K3DQ48	GO:0006412	translation	biological_process
A0A2K3DQ48	GO:0005840	ribosome	cellular_component
A0A2K3DQ48	GO:1990904	ribonucleoprotein complex	cellular_component
A0A2K3DQP7	GO:0003678	DNA helicase activity	molecular_function
A0A2K3DQP7	GO:0004386	helicase activity	molecular_function
A0A2K3DQP7	GO:0005524	ATP binding	molecular_function
A0A2K3DQP7	GO:0009378	four-way junction helicase activity	molecular_function
A0A2K3DQP7	GO:0016787	hydrolase activity	molecular_function
A0A2K3DQP7	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3DQP7	GO:0036121	double-stranded DNA helicase activity	molecular_function
A0A2K3DQP7	GO:0043139	5'-3' DNA helicase activity	molecular_function
A0A2K3DQP7	GO:0061749	forked DNA-dependent helicase activity	molecular_function
A0A2K3DQP7	GO:1990518	single-stranded 3'-5' DNA helicase activity	molecular_function
A0A2K3DQP7	GO:0000723	telomere maintenance	biological_process
A0A2K3DQP7	GO:0006281	DNA repair	biological_process
A0A2K3DQP7	GO:0006310	DNA recombination	biological_process
A0A2K3DQP7	GO:0016020	membrane	cellular_component
A0A2K3DLY1	GO:0003677	DNA binding	molecular_function
Q75NZ3	GO:0015499	formate transmembrane transporter activity	molecular_function
Q75NZ3	GO:0022857	transmembrane transporter activity	molecular_function
Q75NZ3	GO:0015724	formate transport	biological_process
Q75NZ3	GO:0055085	transmembrane transport	biological_process
Q75NZ3	GO:0005886	plasma membrane	cellular_component
Q75NZ3	GO:0016020	membrane	cellular_component
A8J244	GO:0004451	isocitrate lyase activity	molecular_function
A8J244	GO:0004451	isocitrate lyase activity	molecular_function
A8J244	GO:0016829	lyase activity	molecular_function
A8J244	GO:0046872	metal ion binding	molecular_function
A8J244	GO:0006097	glyoxylate cycle	biological_process
A8J244	GO:0006099	tricarboxylic acid cycle	biological_process
A8J244	GO:0019752	carboxylic acid metabolic process	biological_process
A8J244	GO:0009514	glyoxysome	cellular_component
A8J244	GO:0009514	glyoxysome	cellular_component
A0A2K3DP82	GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding	molecular_function
A0A2K3DP82	GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding	molecular_function
A0A2K3DP82	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	molecular_function
A0A2K3DP82	GO:0003677	DNA binding	molecular_function
A0A2K3DP82	GO:0032422	purine-rich negative regulatory element binding	molecular_function
A0A2K3DP82	GO:0032422	purine-rich negative regulatory element binding	molecular_function
A0A2K3DP82	GO:0006357	regulation of transcription by RNA polymerase II	biological_process
A0A2K3DP82	GO:0005634	nucleus	cellular_component
A0A2K3DN21	GO:0000976	transcription cis-regulatory region binding	molecular_function
A0A2K3DN21	GO:0004879	nuclear receptor activity	molecular_function
A0A2K3DN21	GO:0008270	zinc ion binding	molecular_function
A0A2K3DN21	GO:0043565	sequence-specific DNA binding	molecular_function
A0A2K3DN21	GO:0006355	regulation of DNA-templated transcription	biological_process
A0A2K3DN21	GO:0006357	regulation of transcription by RNA polymerase II	biological_process
A0A2K3DN21	GO:0006805	xenobiotic metabolic process	biological_process
A0A2K3DN21	GO:0009410	response to xenobiotic stimulus	biological_process
A0A2K3DN21	GO:0030522	intracellular receptor signaling pathway	biological_process
A0A2K3DN21	GO:0005634	nucleus	cellular_component
A0A2K3DN21	GO:0005634	nucleus	cellular_component
A0A2K3DN21	GO:0034751	aryl hydrocarbon receptor complex	cellular_component
A0A2K3DNX1	GO:0003774	cytoskeletal motor activity	molecular_function
A0A2K3DNX1	GO:0003777	microtubule motor activity	molecular_function
A0A2K3DNX1	GO:0003777	microtubule motor activity	molecular_function
A0A2K3DNX1	GO:0005524	ATP binding	molecular_function
A0A2K3DNX1	GO:0008017	microtubule binding	molecular_function
A0A2K3DNX1	GO:0008017	microtubule binding	molecular_function
A0A2K3DNX1	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3DNX1	GO:0043168	anion binding	molecular_function
A0A2K3DNX1	GO:1901265	nucleoside phosphate binding	molecular_function
A0A2K3DNX1	GO:1901363	heterocyclic compound binding	molecular_function
A0A2K3DNX1	GO:0007018	microtubule-based movement	biological_process
A0A2K3DNX1	GO:0007018	microtubule-based movement	biological_process
A0A2K3DNX1	GO:0005737	cytoplasm	cellular_component
A0A2K3DNX1	GO:0005874	microtubule	cellular_component
A0A2K3DNX1	GO:0005737	cytoplasm	cellular_component
A0A2K3DNX1	GO:0005856	cytoskeleton	cellular_component
A0A2K3DNX1	GO:0005871	kinesin complex	cellular_component
A8J8Y6	GO:0003860	3-hydroxyisobutyryl-CoA hydrolase activity	molecular_function
A8J8Y6	GO:0003860	3-hydroxyisobutyryl-CoA hydrolase activity	molecular_function
A8J8Y6	GO:0016787	hydrolase activity	molecular_function
A8J8Y6	GO:0006574	valine catabolic process	biological_process
A8J8Y6	GO:0006574	valine catabolic process	biological_process
A0A2K3DPV7	GO:0004721	phosphoprotein phosphatase activity	molecular_function
A0A2K3DPV7	GO:0016791	phosphatase activity	molecular_function
A0A2K3DLT5	GO:0004843	cysteine-type deubiquitinase activity	molecular_function
A0A2K3DLT5	GO:0004843	cysteine-type deubiquitinase activity	molecular_function
A0A2K3DLT5	GO:0008234	cysteine-type peptidase activity	molecular_function
A0A2K3DLT5	GO:0008270	zinc ion binding	molecular_function
A0A2K3DLT5	GO:0016579	protein deubiquitination	biological_process
A0A2K3DLT5	GO:0031647	regulation of protein stability	biological_process
A0A2K3DLT5	GO:0005634	nucleus	cellular_component
A0A2K3DLT5	GO:0005829	cytosol	cellular_component
A0A2K3DM27	GO:0016020	membrane	cellular_component
A0A2K3DP10	GO:0019953	sexual reproduction	biological_process
A0A2K3DP10	GO:0005615	extracellular space	cellular_component
A0A2K3DP10	GO:0005576	extracellular region	cellular_component
A0A2K3DMR0	GO:0016020	membrane	cellular_component
A0A2K3DMR0	GO:0005886	plasma membrane	cellular_component
A0A2K3DMR0	GO:0016020	membrane	cellular_component
A0A2K3DM46	GO:0016020	membrane	cellular_component
A0A2K3DNL4	GO:0005634	nucleus	cellular_component
A0A2K3DN52	GO:0042393	histone binding	molecular_function
A0A2K3DN52	GO:0006338	chromatin remodeling	biological_process
A0A2K3DN52	GO:0006355	regulation of DNA-templated transcription	biological_process
A0A2K3DN52	GO:0005634	nucleus	cellular_component
A0A2K3DN52	GO:0005634	nucleus	cellular_component
A0A2K3DRG2	GO:0003682	chromatin binding	molecular_function
A0A2K3DRG2	GO:0042393	histone binding	molecular_function
A0A2K3DRG2	GO:0042393	histone binding	molecular_function
A0A2K3DRG2	GO:0000724	double-strand break repair via homologous recombination	biological_process
A0A2K3DRG2	GO:0006334	nucleosome assembly	biological_process
A0A2K3DRG2	GO:0000785	chromatin	cellular_component
A0A2K3DRG2	GO:0005634	nucleus	cellular_component
A0A2K3DRG2	GO:0005634	nucleus	cellular_component
A8HYJ1	GO:0005515	protein binding	molecular_function
A8HYJ1	GO:0005525	GTP binding	molecular_function
A8HYJ1	GO:0016787	hydrolase activity	molecular_function
A8HYJ1	GO:0046872	metal ion binding	molecular_function
A8HYJ1	GO:0015031	protein transport	biological_process
A8HYJ1	GO:0009507	chloroplast	cellular_component
A8HYJ1	GO:0009527	plastid outer membrane	cellular_component
A8HYJ1	GO:0009707	chloroplast outer membrane	cellular_component
A0A2K3DM34	GO:0005525	GTP binding	molecular_function
A0A2K3DM34	GO:0015031	protein transport	biological_process
A0A2K3DM34	GO:0009507	chloroplast	cellular_component
A0A2K3DM34	GO:0009527	plastid outer membrane	cellular_component
A0A2K3DM34	GO:0009707	chloroplast outer membrane	cellular_component
A0A2K3DPC1	GO:0004672	protein kinase activity	molecular_function
A0A2K3DPC1	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3DPC1	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3DPC1	GO:0005524	ATP binding	molecular_function
A0A2K3DPC1	GO:0000245	spliceosomal complex assembly	biological_process
A0A2K3DPC1	GO:0050684	regulation of mRNA processing	biological_process
A0A2K3DQR5	GO:0003677	DNA binding	molecular_function
A0A2K3DQR5	GO:0003697	single-stranded DNA binding	molecular_function
A0A2K3DQR5	GO:0003725	double-stranded RNA binding	molecular_function
A0A2K3DQR5	GO:0003824	catalytic activity	molecular_function
A0A2K3DQR5	GO:0030983	mismatched DNA binding	molecular_function
A0A2K3DQR5	GO:0033699	DNA 5'-adenosine monophosphate hydrolase activity	molecular_function
A0A2K3DQR5	GO:0046872	metal ion binding	molecular_function
A0A2K3DQR5	GO:0047627	adenylylsulfatase activity	molecular_function
A0A2K3DQR5	GO:1990165	single-strand break-containing DNA binding	molecular_function
A0A2K3DQR5	GO:0000012	single strand break repair	biological_process
A0A2K3DQR5	GO:0006139	nucleobase-containing compound metabolic process	biological_process
A0A2K3DQR5	GO:0005634	nucleus	cellular_component
A0A2K3DQR5	GO:0005634	nucleus	cellular_component
A0A2K3DM03	GO:0008270	zinc ion binding	molecular_function
A0A2K3DM03	GO:0016740	transferase activity	molecular_function
A0A2K3DM03	GO:0043023	ribosomal large subunit binding	molecular_function
A0A2K3DM03	GO:0061630	ubiquitin protein ligase activity	molecular_function
A0A2K3DM03	GO:0061630	ubiquitin protein ligase activity	molecular_function
A0A2K3DM03	GO:0016567	protein ubiquitination	biological_process
A0A2K3DM03	GO:0072344	rescue of stalled ribosome	biological_process
A0A2K3DM03	GO:1990116	ribosome-associated ubiquitin-dependent protein catabolic process	biological_process
A0A2K3DM03	GO:1990116	ribosome-associated ubiquitin-dependent protein catabolic process	biological_process
A0A2K3DM03	GO:0005829	cytosol	cellular_component
A0A2K3DM03	GO:0005737	cytoplasm	cellular_component
A0A2K3DM03	GO:0005829	cytosol	cellular_component
A0A2K3DM03	GO:1990112	RQC complex	cellular_component
A0A2K3DM03	GO:1990112	RQC complex	cellular_component
A0A2K3DPB3	GO:0000209	protein polyubiquitination	biological_process
A0A2K3DPB3	GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	biological_process
A0A2K3DN92	GO:0016020	membrane	cellular_component
A0A2K3DQG4	GO:0005524	ATP binding	molecular_function
A0A2K3DQG4	GO:0006302	double-strand break repair	biological_process
A0A2K3DQG4	GO:0051276	chromosome organization	biological_process
A0A2K3DQG4	GO:0005694	chromosome	cellular_component
A0A2K3DRG9	GO:0003677	DNA binding	molecular_function
A0A2K3DRI8	GO:0009617	response to bacterium	biological_process
A0A2K3DRI8	GO:0005783	endoplasmic reticulum	cellular_component
A0A2K3DRI8	GO:0005789	endoplasmic reticulum membrane	cellular_component
A0A2K3DRI8	GO:0016020	membrane	cellular_component
A0A2K3DQS5	GO:0004497	monooxygenase activity	molecular_function
A0A2K3DQS5	GO:0004497	monooxygenase activity	molecular_function
A0A2K3DQS5	GO:0004499	N,N-dimethylaniline monooxygenase activity	molecular_function
A0A2K3DQS5	GO:0050660	flavin adenine dinucleotide binding	molecular_function
A0A2K3DQS5	GO:0050660	flavin adenine dinucleotide binding	molecular_function
A0A2K3DQS5	GO:0050661	NADP binding	molecular_function
A0A2K3DQS5	GO:0103075	indole-3-pyruvate monooxygenase activity	molecular_function
A0A2K3DQR7	GO:0004497	monooxygenase activity	molecular_function
A0A2K3DQR7	GO:0004499	N,N-dimethylaniline monooxygenase activity	molecular_function
A0A2K3DQR7	GO:0050660	flavin adenine dinucleotide binding	molecular_function
A0A2K3DQR7	GO:0050661	NADP binding	molecular_function
A0A2K3DQR7	GO:0103075	indole-3-pyruvate monooxygenase activity	molecular_function
A0A2K3DNW6	GO:0008289	lipid binding	molecular_function
A8HX04	GO:0008177	succinate dehydrogenase (quinone) activity	molecular_function
A8HX04	GO:0009055	electron transfer activity	molecular_function
A8HX04	GO:0016491	oxidoreductase activity	molecular_function
A8HX04	GO:0046872	metal ion binding	molecular_function
A8HX04	GO:0051537	2 iron, 2 sulfur cluster binding	molecular_function
A8HX04	GO:0051538	3 iron, 4 sulfur cluster binding	molecular_function
A8HX04	GO:0051539	4 iron, 4 sulfur cluster binding	molecular_function
A8HX04	GO:0006099	tricarboxylic acid cycle	biological_process
A8HX04	GO:0009060	aerobic respiration	biological_process
A8HX04	GO:0022904	respiratory electron transport chain	biological_process
A8HX04	GO:0005739	mitochondrion	cellular_component
A8HX04	GO:0005743	mitochondrial inner membrane	cellular_component
A8HX04	GO:0045273	respiratory chain complex II (succinate dehydrogenase)	cellular_component
A8JFM7	GO:0005524	ATP binding	molecular_function
A8JFM7	GO:0061631	ubiquitin conjugating enzyme activity	molecular_function
A8JFM7	GO:0000209	protein polyubiquitination	biological_process
A8JFM7	GO:0005634	nucleus	cellular_component
A0A2K3DQ57	GO:0003723	RNA binding	molecular_function
A0A2K3DQ57	GO:0003729	mRNA binding	molecular_function
A0A2K3DQ57	GO:0003729	mRNA binding	molecular_function
A0A2K3DQ57	GO:0071207	histone pre-mRNA stem-loop binding	molecular_function
A0A2K3DQ57	GO:0006398	mRNA 3'-end processing by stem-loop binding and cleavage	biological_process
A0A2K3DQ57	GO:0051028	mRNA transport	biological_process
A0A2K3DQ57	GO:0005737	cytoplasm	cellular_component
A0A2K3DQ57	GO:0071204	histone pre-mRNA 3'end processing complex	cellular_component
A0A2K3DP31	GO:0003723	RNA binding	molecular_function
A0A2K3DP31	GO:0000963	mitochondrial RNA processing	biological_process
A0A2K3DP31	GO:0044528	regulation of mitochondrial mRNA stability	biological_process
A0A2K3DP31	GO:1901259	chloroplast rRNA processing	biological_process
A0A2K3DP31	GO:0005759	mitochondrial matrix	cellular_component
A0A2K3DP31	GO:0035770	ribonucleoprotein granule	cellular_component
A0A2K3DP31	GO:0009507	chloroplast	cellular_component
A0A2K3DRQ9	GO:0035556	intracellular signal transduction	biological_process
A0A2K3DRQ9	GO:0005737	cytoplasm	cellular_component
A8HXA9	GO:0004034	aldose 1-epimerase activity	molecular_function
A8HXA9	GO:0004034	aldose 1-epimerase activity	molecular_function
A8HXA9	GO:0016853	isomerase activity	molecular_function
